[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #583] Attacker: [DIR: 1; POS: 27,80]; Defender #0: [DIR: 2; POS: 96,26]; Defender #1: [DIR: 0; POS: 12,42]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 0; POS: 96,27]; 
[Tick #584] Attacker: [DIR: 1; POS: 28,80]; Defender #0: [DIR: 2; POS: 96,26]; Defender #1: [DIR: 0; POS: 12,42]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 0; POS: 96,27]; 
[Tick #585] Attacker: [DIR: 1; POS: 29,80]; Defender #0: [DIR: 2; POS: 96,27]; Defender #1: [DIR: 0; POS: 12,41]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,26]; 
[Tick #586] Attacker: [DIR: 1; POS: 30,80]; Defender #0: [DIR: 2; POS: 96,27]; Defender #1: [DIR: 0; POS: 12,41]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,26]; 
[Tick #587] Attacker: [DIR: 1; POS: 31,80]; Defender #0: [DIR: 2; POS: 96,28]; Defender #1: [DIR: 0; POS: 12,40]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,25]; 
[Tick #588] Attacker: [DIR: 1; POS: 32,80]; Defender #0: [DIR: 2; POS: 96,28]; Defender #1: [DIR: 0; POS: 12,40]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,25]; 
[Tick #589] Attacker: [DIR: 1; POS: 33,80]; Defender #0: [DIR: 2; POS: 96,29]; Defender #1: [DIR: 0; POS: 12,39]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,24]; 
[Tick #590] Attacker: [DIR: 1; POS: 34,80]; Defender #0: [DIR: 2; POS: 96,29]; Defender #1: [DIR: 0; POS: 12,39]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,24]; 
[Tick #591] Attacker: [DIR: 1; POS: 35,80]; Defender #0: [DIR: 2; POS: 96,30]; Defender #1: [DIR: 0; POS: 12,38]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,23]; 
[Tick #592] Attacker: [DIR: 2; POS: 36,80]; Defender #0: [DIR: 2; POS: 96,30]; Defender #1: [DIR: 0; POS: 12,38]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,23]; 
[Tick #593] Attacker: [DIR: 2; POS: 36,81]; Defender #0: [DIR: 2; POS: 96,31]; Defender #1: [DIR: 0; POS: 12,37]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,22]; 
[Tick #594] Attacker: [DIR: 2; POS: 36,82]; Defender #0: [DIR: 2; POS: 96,31]; Defender #1: [DIR: 0; POS: 12,37]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,22]; 
[Tick #595] Attacker: [DIR: 2; POS: 36,83]; Defender #0: [DIR: 1; POS: 96,32]; Defender #1: [DIR: 0; POS: 12,36]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,21]; 
[Tick #596] Attacker: [DIR: 2; POS: 36,84]; Defender #0: [DIR: 1; POS: 96,32]; Defender #1: [DIR: 0; POS: 12,36]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,21]; 
[Tick #597] Attacker: [DIR: 2; POS: 36,85]; Defender #0: [DIR: 1; POS: 97,32]; Defender #1: [DIR: 0; POS: 12,35]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,20]; 
[Tick #598] Attacker: [DIR: 2; POS: 36,86]; Defender #0: [DIR: 1; POS: 97,32]; Defender #1: [DIR: 0; POS: 12,35]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,20]; 
[Tick #599] Attacker: [DIR: 2; POS: 36,87]; Defender #0: [DIR: 1; POS: 98,32]; Defender #1: [DIR: 0; POS: 12,34]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 0; POS: 96,19]; 
[Tick #600] Attacker: [DIR: 2; POS: 36,88]; Defender #0: [DIR: 1; POS: 98,32]; Defender #1: [DIR: 0; POS: 12,34]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 0; POS: 96,19]; 
[Tick #601] Attacker: [DIR: 2; POS: 36,89]; Defender #0: [DIR: 1; POS: 99,32]; Defender #1: [DIR: 0; POS: 12,33]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 0; POS: 96,18]; 
[Tick #602] Attacker: [DIR: 2; POS: 36,90]; Defender #0: [DIR: 1; POS: 99,32]; Defender #1: [DIR: 0; POS: 12,33]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 0; POS: 96,18]; 
[Tick #603] Attacker: [DIR: 2; POS: 36,91]; Defender #0: [DIR: 1; POS: 100,32]; Defender #1: [DIR: 0; POS: 12,32]; Defender #2: [DIR: 2; POS: 12,88]; Defender #3: [DIR: 0; POS: 96,17]; 
[Tick #604] Attacker: [DIR: 1; POS: 36,92]; Defender #0: [DIR: 1; POS: 100,32]; Defender #1: [DIR: 0; POS: 12,32]; Defender #2: [DIR: 2; POS: 12,89]; Defender #3: [DIR: 0; POS: 96,17]; 
[Tick #605] Attacker: [DIR: 1; POS: 37,92]; Defender #0: [DIR: 1; POS: 101,32]; Defender #1: [DIR: 0; POS: 12,31]; Defender #2: [DIR: 2; POS: 12,90]; Defender #3: [DIR: 1; POS: 96,16]; 
[Tick #606] Attacker: [DIR: 1; POS: 38,92]; Defender #0: [DIR: 1; POS: 101,32]; Defender #1: [DIR: 0; POS: 12,31]; Defender #2: [DIR: 2; POS: 12,91]; Defender #3: [DIR: 1; POS: 96,16]; 
[Tick #607] Attacker: [DIR: 1; POS: 39,92]; Defender #0: [DIR: 1; POS: 102,32]; Defender #1: [DIR: 0; POS: 12,30]; Defender #2: [DIR: 3; POS: 12,92]; Defender #3: [DIR: 1; POS: 97,16]; 
[Tick #608] Attacker: [DIR: 1; POS: 40,92]; Defender #0: [DIR: 1; POS: 102,32]; Defender #1: [DIR: 0; POS: 12,30]; Defender #2: [DIR: 3; POS: 11,92]; Defender #3: [DIR: 1; POS: 97,16]; 
[Tick #609] Attacker: [DIR: 1; POS: 41,92]; Defender #0: [DIR: 1; POS: 103,32]; Defender #1: [DIR: 0; POS: 12,29]; Defender #2: [DIR: 3; POS: 10,92]; Defender #3: [DIR: 1; POS: 98,16]; 
[Tick #610] Attacker: [DIR: 1; POS: 42,92]; Defender #0: [DIR: 1; POS: 103,32]; Defender #1: [DIR: 0; POS: 12,29]; Defender #2: [DIR: 3; POS: 9,92]; Defender #3: [DIR: 1; POS: 98,16]; 
[Tick #611] Attacker: [DIR: 1; POS: 43,92]; Defender #0: [DIR: 1; POS: 104,32]; Defender #1: [DIR: 0; POS: 12,28]; Defender #2: [DIR: 3; POS: 8,92]; Defender #3: [DIR: 1; POS: 99,16]; 
[Tick #612] Attacker: [DIR: 1; POS: 44,92]; Defender #0: [DIR: 1; POS: 104,32]; Defender #1: [DIR: 0; POS: 12,28]; Defender #2: [DIR: 3; POS: 7,92]; Defender #3: [DIR: 1; POS: 99,16]; 
[Tick #613] Attacker: [DIR: 1; POS: 45,92]; Defender #0: [DIR: 1; POS: 105,32]; Defender #1: [DIR: 0; POS: 12,27]; Defender #2: [DIR: 3; POS: 6,92]; Defender #3: [DIR: 1; POS: 100,16]; 
[Tick #614] Attacker: [DIR: 1; POS: 46,92]; Defender #0: [DIR: 1; POS: 105,32]; Defender #1: [DIR: 0; POS: 12,27]; Defender #2: [DIR: 3; POS: 5,92]; Defender #3: [DIR: 1; POS: 100,16]; 
[Tick #615] Attacker: [DIR: 1; POS: 47,92]; Defender #0: [DIR: 1; POS: 106,32]; Defender #1: [DIR: 0; POS: 12,26]; Defender #2: [DIR: 2; POS: 4,92]; Defender #3: [DIR: 1; POS: 101,16]; 
[Tick #616] Attacker: [DIR: 2; POS: 48,92]; Defender #0: [DIR: 1; POS: 106,32]; Defender #1: [DIR: 0; POS: 12,26]; Defender #2: [DIR: 2; POS: 4,93]; Defender #3: [DIR: 1; POS: 101,16]; 
[Tick #617] Attacker: [DIR: 2; POS: 48,93]; Defender #0: [DIR: 1; POS: 107,32]; Defender #1: [DIR: 0; POS: 12,25]; Defender #2: [DIR: 2; POS: 4,94]; Defender #3: [DIR: 1; POS: 102,16]; 
[Tick #618] Attacker: [DIR: 2; POS: 48,94]; Defender #0: [DIR: 1; POS: 107,32]; Defender #1: [DIR: 0; POS: 12,25]; Defender #2: [DIR: 2; POS: 4,95]; Defender #3: [DIR: 1; POS: 102,16]; 
[Tick #619] Attacker: [DIR: 2; POS: 48,95]; Defender #0: [DIR: 1; POS: 108,32]; Defender #1: [DIR: 0; POS: 12,24]; Defender #2: [DIR: 2; POS: 4,96]; Defender #3: [DIR: 1; POS: 103,16]; 
[Tick #620] Attacker: [DIR: 2; POS: 48,96]; Defender #0: [DIR: 1; POS: 108,32]; Defender #1: [DIR: 0; POS: 12,24]; Defender #2: [DIR: 2; POS: 4,97]; Defender #3: [DIR: 1; POS: 103,16]; 
[Tick #621] Attacker: [DIR: 2; POS: 48,97]; Defender #0: [DIR: 1; POS: 0,32]; Defender #1: [DIR: 0; POS: 12,23]; Defender #2: [DIR: 2; POS: 4,98]; Defender #3: [DIR: 0; POS: 104,16]; 
[Tick #622] Attacker: [DIR: 2; POS: 48,98]; Defender #0: [DIR: 1; POS: 0,32]; Defender #1: [DIR: 0; POS: 12,23]; Defender #2: [DIR: 2; POS: 4,99]; Defender #3: [DIR: 0; POS: 104,16]; 
[Tick #623] Attacker: [DIR: 2; POS: 48,99]; Defender #0: [DIR: 1; POS: 1,32]; Defender #1: [DIR: 0; POS: 12,22]; Defender #2: [DIR: 2; POS: 4,100]; Defender #3: [DIR: 0; POS: 104,15]; 
[Tick #624] Attacker: [DIR: 2; POS: 48,100]; Defender #0: [DIR: 1; POS: 1,32]; Defender #1: [DIR: 0; POS: 12,22]; Defender #2: [DIR: 2; POS: 4,101]; Defender #3: [DIR: 0; POS: 104,15]; 
[Tick #625] Attacker: [DIR: 2; POS: 48,101]; Defender #0: [DIR: 1; POS: 2,32]; Defender #1: [DIR: 0; POS: 12,21]; Defender #2: [DIR: 2; POS: 4,102]; Defender #3: [DIR: 0; POS: 104,14]; 
[Tick #626] Attacker: [DIR: 2; POS: 48,102]; Defender #0: [DIR: 1; POS: 2,32]; Defender #1: [DIR: 0; POS: 12,21]; Defender #2: [DIR: 2; POS: 4,103]; Defender #3: [DIR: 0; POS: 104,14]; 
[Tick #627] Attacker: [DIR: 2; POS: 48,103]; Defender #0: [DIR: 1; POS: 3,32]; Defender #1: [DIR: 0; POS: 12,20]; Defender #2: [DIR: 2; POS: 4,104]; Defender #3: [DIR: 0; POS: 104,13]; 
[Tick #628] Attacker: [DIR: 3; POS: 48,104]; Defender #0: [DIR: 1; POS: 3,32]; Defender #1: [DIR: 0; POS: 12,20]; Defender #2: [DIR: 2; POS: 4,105]; Defender #3: [DIR: 0; POS: 104,13]; 
[Tick #629] Attacker: [DIR: 3; POS: 47,104]; Defender #0: [DIR: 1; POS: 4,32]; Defender #1: [DIR: 0; POS: 12,19]; Defender #2: [DIR: 2; POS: 4,106]; Defender #3: [DIR: 0; POS: 104,12]; 
[Tick #630] Attacker: [DIR: 3; POS: 46,104]; Defender #0: [DIR: 1; POS: 4,32]; Defender #1: [DIR: 0; POS: 12,19]; Defender #2: [DIR: 2; POS: 4,107]; Defender #3: [DIR: 0; POS: 104,12]; 
[Tick #631] Attacker: [DIR: 3; POS: 45,104]; Defender #0: [DIR: 1; POS: 5,32]; Defender #1: [DIR: 0; POS: 12,18]; Defender #2: [DIR: 2; POS: 4,108]; Defender #3: [DIR: 0; POS: 104,11]; 
[Tick #632] Attacker: [DIR: 3; POS: 44,104]; Defender #0: [DIR: 1; POS: 5,32]; Defender #1: [DIR: 0; POS: 12,18]; Defender #2: [DIR: 2; POS: 4,109]; Defender #3: [DIR: 0; POS: 104,11]; 
[Tick #633] Attacker: [DIR: 3; POS: 43,104]; Defender #0: [DIR: 1; POS: 6,32]; Defender #1: [DIR: 0; POS: 12,17]; Defender #2: [DIR: 2; POS: 4,110]; Defender #3: [DIR: 0; POS: 104,10]; 
[Tick #634] Attacker: [DIR: 3; POS: 42,104]; Defender #0: [DIR: 1; POS: 6,32]; Defender #1: [DIR: 0; POS: 12,17]; Defender #2: [DIR: 2; POS: 4,111]; Defender #3: [DIR: 0; POS: 104,10]; 
[Tick #635] Attacker: [DIR: 3; POS: 41,104]; Defender #0: [DIR: 1; POS: 7,32]; Defender #1: [DIR: 3; POS: 12,16]; Defender #2: [DIR: 2; POS: 4,112]; Defender #3: [DIR: 0; POS: 104,9]; 
[Tick #636] Attacker: [DIR: 3; POS: 40,104]; Defender #0: [DIR: 1; POS: 7,32]; Defender #1: [DIR: 3; POS: 12,16]; Defender #2: [DIR: 2; POS: 4,113]; Defender #3: [DIR: 0; POS: 104,9]; 
[Tick #637] Attacker: [DIR: 3; POS: 39,104]; Defender #0: [DIR: 1; POS: 8,32]; Defender #1: [DIR: 3; POS: 11,16]; Defender #2: [DIR: 2; POS: 4,114]; Defender #3: [DIR: 0; POS: 104,8]; 
[Tick #638] Attacker: [DIR: 3; POS: 38,104]; Defender #0: [DIR: 1; POS: 8,32]; Defender #1: [DIR: 3; POS: 11,16]; Defender #2: [DIR: 2; POS: 4,115]; Defender #3: [DIR: 0; POS: 104,8]; 
[Tick #639] Attacker: [DIR: 3; POS: 37,104]; Defender #0: [DIR: 1; POS: 9,32]; Defender #1: [DIR: 3; POS: 10,16]; Defender #2: [DIR: 1; POS: 4,116]; Defender #3: [DIR: 0; POS: 104,7]; 
[Tick #640] Attacker: [DIR: 2; POS: 36,104]; Defender #0: [DIR: 1; POS: 9,32]; Defender #1: [DIR: 3; POS: 10,16]; Defender #2: [DIR: 1; POS: 5,116]; Defender #3: [DIR: 0; POS: 104,7]; 
[Tick #641] Attacker: [DIR: 2; POS: 36,105]; Defender #0: [DIR: 1; POS: 10,32]; Defender #1: [DIR: 3; POS: 9,16]; Defender #2: [DIR: 1; POS: 6,116]; Defender #3: [DIR: 0; POS: 104,6]; 
[Tick #642] Attacker: [DIR: 2; POS: 36,106]; Defender #0: [DIR: 1; POS: 10,32]; Defender #1: [DIR: 3; POS: 9,16]; Defender #2: [DIR: 1; POS: 7,116]; Defender #3: [DIR: 0; POS: 104,6]; 
[Tick #643] Attacker: [DIR: 2; POS: 36,107]; Defender #0: [DIR: 1; POS: 11,32]; Defender #1: [DIR: 3; POS: 8,16]; Defender #2: [DIR: 1; POS: 8,116]; Defender #3: [DIR: 0; POS: 104,5]; 
[Tick #644] Attacker: [DIR: 2; POS: 36,108]; Defender #0: [DIR: 1; POS: 11,32]; Defender #1: [DIR: 3; POS: 8,16]; Defender #2: [DIR: 1; POS: 9,116]; Defender #3: [DIR: 0; POS: 104,5]; 
[Tick #645] Attacker: [DIR: 2; POS: 36,109]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 3; POS: 7,16]; Defender #2: [DIR: 1; POS: 10,116]; Defender #3: [DIR: 3; POS: 104,4]; 
[Tick #646] Attacker: [DIR: 2; POS: 36,110]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 3; POS: 7,16]; Defender #2: [DIR: 1; POS: 11,116]; Defender #3: [DIR: 3; POS: 104,4]; 
[Tick #647] Attacker: [DIR: 2; POS: 36,111]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 3; POS: 6,16]; Defender #2: [DIR: 1; POS: 12,116]; Defender #3: [DIR: 3; POS: 103,4]; 
[Tick #648] Attacker: [DIR: 2; POS: 36,112]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 3; POS: 6,16]; Defender #2: [DIR: 1; POS: 13,116]; Defender #3: [DIR: 3; POS: 103,4]; 
[Tick #649] Attacker: [DIR: 2; POS: 36,113]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 3; POS: 5,16]; Defender #2: [DIR: 1; POS: 14,116]; Defender #3: [DIR: 3; POS: 102,4]; 
[Tick #650] Attacker: [DIR: 2; POS: 36,114]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 3; POS: 5,16]; Defender #2: [DIR: 1; POS: 15,116]; Defender #3: [DIR: 3; POS: 102,4]; 
[Tick #651] Attacker: [DIR: 2; POS: 36,115]; Defender #0: [DIR: 0; POS: 12,29]; Defender #1: [DIR: 0; POS: 4,16]; Defender #2: [DIR: 1; POS: 16,116]; Defender #3: [DIR: 3; POS: 101,4]; 
[Tick #652] Attacker: [DIR: 3; POS: 36,116]; Defender #0: [DIR: 0; POS: 12,29]; Defender #1: [DIR: 0; POS: 4,16]; Defender #2: [DIR: 1; POS: 17,116]; Defender #3: [DIR: 3; POS: 101,4]; 
[Tick #653] Attacker: [DIR: 3; POS: 35,116]; Defender #0: [DIR: 0; POS: 12,28]; Defender #1: [DIR: 0; POS: 4,15]; Defender #2: [DIR: 1; POS: 18,116]; Defender #3: [DIR: 3; POS: 100,4]; 
[Tick #654] Attacker: [DIR: 3; POS: 34,116]; Defender #0: [DIR: 0; POS: 12,28]; Defender #1: [DIR: 0; POS: 4,15]; Defender #2: [DIR: 1; POS: 19,116]; Defender #3: [DIR: 3; POS: 100,4]; 
[Tick #655] Attacker: [DIR: 3; POS: 33,116]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 0; POS: 4,14]; Defender #2: [DIR: 1; POS: 20,116]; Defender #3: [DIR: 3; POS: 99,4]; 
[Tick #656] Attacker: [DIR: 3; POS: 32,116]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 0; POS: 4,14]; Defender #2: [DIR: 1; POS: 21,116]; Defender #3: [DIR: 3; POS: 99,4]; 
[Tick #657] Attacker: [DIR: 3; POS: 31,116]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 0; POS: 4,13]; Defender #2: [DIR: 1; POS: 22,116]; Defender #3: [DIR: 3; POS: 98,4]; 
[Tick #658] Attacker: [DIR: 3; POS: 30,116]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 0; POS: 4,13]; Defender #2: [DIR: 1; POS: 23,116]; Defender #3: [DIR: 3; POS: 98,4]; 
[Tick #659] Attacker: [DIR: 3; POS: 29,116]; Defender #0: [DIR: 0; POS: 12,25]; Defender #1: [DIR: 0; POS: 4,12]; Defender #2: [DIR: 0; POS: 24,116]; Defender #3: [DIR: 3; POS: 97,4]; 
[Tick #660] Attacker: [DIR: 1; POS: 28,116]; Defender #0: [DIR: 0; POS: 12,25]; Defender #1: [DIR: 0; POS: 4,12]; Defender #2: [DIR: 0; POS: 24,115]; Defender #3: [DIR: 3; POS: 97,4]; 
[Tick #661] Attacker: [DIR: 1; POS: 29,116]; Defender #0: [DIR: 0; POS: 12,24]; Defender #1: [DIR: 0; POS: 4,11]; Defender #2: [DIR: 0; POS: 24,114]; Defender #3: [DIR: 3; POS: 96,4]; 
[Tick #662] Attacker: [DIR: 1; POS: 30,116]; Defender #0: [DIR: 0; POS: 12,24]; Defender #1: [DIR: 0; POS: 4,11]; Defender #2: [DIR: 0; POS: 24,113]; Defender #3: [DIR: 3; POS: 96,4]; 
[Tick #663] Attacker: [DIR: 1; POS: 31,116]; Defender #0: [DIR: 0; POS: 12,23]; Defender #1: [DIR: 0; POS: 4,10]; Defender #2: [DIR: 0; POS: 24,112]; Defender #3: [DIR: 3; POS: 95,4]; 
[Tick #664] Attacker: [DIR: 1; POS: 32,116]; Defender #0: [DIR: 0; POS: 12,22]; Defender #1: [DIR: 0; POS: 4,9]; Defender #2: [DIR: 0; POS: 24,111]; Defender #3: [DIR: 3; POS: 94,4]; 
[Tick #665] Attacker: [DIR: 1; POS: 33,116]; Defender #0: [DIR: 0; POS: 12,21]; Defender #1: [DIR: 0; POS: 4,8]; Defender #2: [DIR: 0; POS: 24,110]; Defender #3: [DIR: 3; POS: 93,4]; 
[Tick #666] Attacker: [DIR: 1; POS: 34,116]; Defender #0: [DIR: 0; POS: 12,20]; Defender #1: [DIR: 0; POS: 4,7]; Defender #2: [DIR: 0; POS: 24,109]; Defender #3: [DIR: 3; POS: 92,4]; 
[Tick #667] Attacker: [DIR: 1; POS: 35,116]; Defender #0: [DIR: 0; POS: 12,19]; Defender #1: [DIR: 0; POS: 4,6]; Defender #2: [DIR: 0; POS: 24,108]; Defender #3: [DIR: 3; POS: 91,4]; 
[Tick #668] Attacker: [DIR: 1; POS: 36,116]; Defender #0: [DIR: 0; POS: 12,18]; Defender #1: [DIR: 0; POS: 4,5]; Defender #2: [DIR: 0; POS: 24,107]; Defender #3: [DIR: 3; POS: 90,4]; 
[Tick #669] Attacker: [DIR: 1; POS: 37,116]; Defender #0: [DIR: 0; POS: 12,17]; Defender #1: [DIR: 1; POS: 4,4]; Defender #2: [DIR: 0; POS: 24,106]; Defender #3: [DIR: 3; POS: 89,4]; 
[Tick #670] Attacker: [DIR: 1; POS: 38,116]; Defender #0: [DIR: 1; POS: 12,16]; Defender #1: [DIR: 1; POS: 5,4]; Defender #2: [DIR: 0; POS: 24,105]; Defender #3: [DIR: 3; POS: 88,4]; 
[Tick #671] Attacker: [DIR: 1; POS: 39,116]; Defender #0: [DIR: 1; POS: 13,16]; Defender #1: [DIR: 1; POS: 6,4]; Defender #2: [DIR: 0; POS: 24,104]; Defender #3: [DIR: 3; POS: 87,4]; 
[Tick #672] Attacker: [DIR: 1; POS: 40,116]; Defender #0: [DIR: 1; POS: 14,16]; Defender #1: [DIR: 1; POS: 7,4]; Defender #2: [DIR: 0; POS: 24,103]; Defender #3: [DIR: 3; POS: 86,4]; 
[Tick #673] Attacker: [DIR: 1; POS: 41,116]; Defender #0: [DIR: 1; POS: 15,16]; Defender #1: [DIR: 1; POS: 8,4]; Defender #2: [DIR: 0; POS: 24,102]; Defender #3: [DIR: 3; POS: 85,4]; 
[Tick #674] Attacker: [DIR: 1; POS: 42,116]; Defender #0: [DIR: 1; POS: 16,16]; Defender #1: [DIR: 1; POS: 9,4]; Defender #2: [DIR: 0; POS: 24,101]; Defender #3: [DIR: 2; POS: 84,4]; 
[Tick #675] Attacker: [DIR: 1; POS: 43,116]; Defender #0: [DIR: 1; POS: 17,16]; Defender #1: [DIR: 1; POS: 10,4]; Defender #2: [DIR: 0; POS: 24,100]; Defender #3: [DIR: 2; POS: 84,5]; 
[Tick #676] Attacker: [DIR: 1; POS: 44,116]; Defender #0: [DIR: 1; POS: 18,16]; Defender #1: [DIR: 1; POS: 11,4]; Defender #2: [DIR: 0; POS: 24,99]; Defender #3: [DIR: 2; POS: 84,6]; 
[Tick #677] Attacker: [DIR: 1; POS: 45,116]; Defender #0: [DIR: 1; POS: 19,16]; Defender #1: [DIR: 1; POS: 12,4]; Defender #2: [DIR: 0; POS: 24,98]; Defender #3: [DIR: 2; POS: 84,7]; 
[Tick #678] Attacker: [DIR: 1; POS: 46,116]; Defender #0: [DIR: 1; POS: 20,16]; Defender #1: [DIR: 1; POS: 13,4]; Defender #2: [DIR: 0; POS: 24,97]; Defender #3: [DIR: 2; POS: 84,8]; 
[Tick #679] Attacker: [DIR: 1; POS: 47,116]; Defender #0: [DIR: 1; POS: 21,16]; Defender #1: [DIR: 1; POS: 14,4]; Defender #2: [DIR: 0; POS: 24,96]; Defender #3: [DIR: 2; POS: 84,9]; 
[Tick #680] Attacker: [DIR: 1; POS: 48,116]; Defender #0: [DIR: 1; POS: 22,16]; Defender #1: [DIR: 1; POS: 15,4]; Defender #2: [DIR: 0; POS: 24,95]; Defender #3: [DIR: 2; POS: 84,10]; 
[Tick #681] Attacker: [DIR: 1; POS: 49,116]; Defender #0: [DIR: 1; POS: 23,16]; Defender #1: [DIR: 1; POS: 16,4]; Defender #2: [DIR: 0; POS: 24,94]; Defender #3: [DIR: 2; POS: 84,11]; 
[Tick #682] Attacker: [DIR: 1; POS: 50,116]; Defender #0: [DIR: 0; POS: 24,16]; Defender #1: [DIR: 1; POS: 17,4]; Defender #2: [DIR: 0; POS: 24,93]; Defender #3: [DIR: 2; POS: 84,12]; 
[Tick #683] Attacker: [DIR: 1; POS: 51,116]; Defender #0: [DIR: 0; POS: 24,15]; Defender #1: [DIR: 1; POS: 18,4]; Defender #2: [DIR: 1; POS: 24,92]; Defender #3: [DIR: 2; POS: 84,13]; 
[Tick #684] Attacker: [DIR: 1; POS: 52,116]; Defender #0: [DIR: 0; POS: 24,14]; Defender #1: [DIR: 1; POS: 19,4]; Defender #2: [DIR: 1; POS: 25,92]; Defender #3: [DIR: 2; POS: 84,14]; 
[Tick #685] Attacker: [DIR: 1; POS: 53,116]; Defender #0: [DIR: 0; POS: 24,13]; Defender #1: [DIR: 1; POS: 20,4]; Defender #2: [DIR: 1; POS: 26,92]; Defender #3: [DIR: 2; POS: 84,15]; 
[Tick #686] Attacker: [DIR: 1; POS: 54,116]; Defender #0: [DIR: 0; POS: 24,12]; Defender #1: [DIR: 1; POS: 21,4]; Defender #2: [DIR: 1; POS: 27,92]; Defender #3: [DIR: 1; POS: 84,16]; 
[Tick #687] Attacker: [DIR: 1; POS: 55,116]; Defender #0: [DIR: 0; POS: 24,11]; Defender #1: [DIR: 1; POS: 22,4]; Defender #2: [DIR: 1; POS: 28,92]; Defender #3: [DIR: 1; POS: 85,16]; 
[Tick #688] Attacker: [DIR: 1; POS: 56,116]; Defender #0: [DIR: 0; POS: 24,10]; Defender #1: [DIR: 1; POS: 23,4]; Defender #2: [DIR: 1; POS: 29,92]; Defender #3: [DIR: 1; POS: 86,16]; 
[Tick #689] Attacker: [DIR: 1; POS: 57,116]; Defender #0: [DIR: 0; POS: 24,9]; Defender #1: [DIR: 2; POS: 24,4]; Defender #2: [DIR: 1; POS: 30,92]; Defender #3: [DIR: 1; POS: 87,16]; 
[Tick #690] Attacker: [DIR: 1; POS: 58,116]; Defender #0: [DIR: 0; POS: 24,8]; Defender #1: [DIR: 2; POS: 24,5]; Defender #2: [DIR: 1; POS: 31,92]; Defender #3: [DIR: 1; POS: 88,16]; 
[Tick #691] Attacker: [DIR: 1; POS: 59,116]; Defender #0: [DIR: 0; POS: 24,7]; Defender #1: [DIR: 2; POS: 24,6]; Defender #2: [DIR: 1; POS: 32,92]; Defender #3: [DIR: 1; POS: 89,16]; 
[Tick #692] Attacker: [DIR: 1; POS: 60,116]; Defender #0: [DIR: 0; POS: 24,6]; Defender #1: [DIR: 2; POS: 24,7]; Defender #2: [DIR: 1; POS: 33,92]; Defender #3: [DIR: 1; POS: 90,16]; 
[Tick #693] Attacker: [DIR: 1; POS: 61,116]; Defender #0: [DIR: 0; POS: 24,5]; Defender #1: [DIR: 2; POS: 24,8]; Defender #2: [DIR: 1; POS: 34,92]; Defender #3: [DIR: 1; POS: 91,16]; 
[Tick #694] Attacker: [DIR: 1; POS: 62,116]; Defender #0: [DIR: 3; POS: 24,4]; Defender #1: [DIR: 2; POS: 24,9]; Defender #2: [DIR: 1; POS: 35,92]; Defender #3: [DIR: 1; POS: 92,16]; 
